node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Lrp1	Serpina3n	10090.ENSMUSP00000044004	10090.ENSMUSP00000021506	0	0	0	0	0.082	0	0.164	0.092	0.242
Lrp1	Thbs4	10090.ENSMUSP00000044004	10090.ENSMUSP00000022213	0	0	0	0	0	0.155	0	0.138	0.241
Lrp1	Serpind1	10090.ENSMUSP00000044004	10090.ENSMUSP00000023450	0	0	0	0	0	0	0.164	0.057	0.177
Lrp1	Tfrc	10090.ENSMUSP00000044004	10090.ENSMUSP00000023486	0	0	0	0	0	0	0	0.500	0.499
Lrp1	Serping1	10090.ENSMUSP00000044004	10090.ENSMUSP00000023994	0	0	0	0	0.068	0	0.164	0.123	0.257
Lrp1	Mbl2	10090.ENSMUSP00000044004	10090.ENSMUSP00000025797	0	0	0	0	0	0.410	0	0.408	0.636
Lrp1	Rbp4	10090.ENSMUSP00000044004	10090.ENSMUSP00000025951	0	0	0	0	0.081	0	0	0.148	0.184
Lrp1	Pf4	10090.ENSMUSP00000044004	10090.ENSMUSP00000031320	0	0	0	0	0	0.059	0	0.204	0.219
Lrp1	Mug1	10090.ENSMUSP00000044004	10090.ENSMUSP00000032228	0	0	0	0	0.069	0.235	0	0	0.257
Lrp1	Pzp	10090.ENSMUSP00000044004	10090.ENSMUSP00000032510	0	0	0	0	0.069	0.235	0	0.982	0.986
Lrp1	Proz	10090.ENSMUSP00000044004	10090.ENSMUSP00000033822	0	0	0	0	0.068	0.047	0.133	0	0.162
Lrp1	Lum	10090.ENSMUSP00000044004	10090.ENSMUSP00000040877	0	0	0	0	0.090	0.066	0	0.113	0.180
Lrp1	Serpina3k	10090.ENSMUSP00000044004	10090.ENSMUSP00000042095	0	0	0	0	0	0	0.164	0.050	0.172
Lrp1	Masp2	10090.ENSMUSP00000044004	10090.ENSMUSP00000049729	0	0	0	0	0	0.047	0.133	0.074	0.168
Lrp1	Serpina10	10090.ENSMUSP00000044004	10090.ENSMUSP00000048357	0	0	0	0	0	0	0.164	0.067	0.186
Lrp1	Serpina3m	10090.ENSMUSP00000044004	10090.ENSMUSP00000130979	0	0	0	0	0	0	0.164	0.071	0.190
Lrp1	Pltp	10090.ENSMUSP00000044004	10090.ENSMUSP00000061519	0	0	0	0	0.081	0	0	0.163	0.199
Lrp1	Tcn2	10090.ENSMUSP00000044004	10090.ENSMUSP00000105620	0	0	0	0	0	0.172	0	0.075	0.201
Lrp1	Sh3d21	10090.ENSMUSP00000044004	10090.ENSMUSP00000095501	0	0	0	0	0.049	0	0.211	0	0.217
Lrp1	Serpina1e	10090.ENSMUSP00000044004	10090.ENSMUSP00000082130	0	0	0	0	0.052	0	0.164	0.116	0.238
Lrp1	Serpina1a	10090.ENSMUSP00000044004	10090.ENSMUSP00000082132	0	0	0	0	0.052	0	0.164	0.116	0.238
Lrp1	Serpina1d	10090.ENSMUSP00000044004	10090.ENSMUSP00000077909	0	0	0	0	0.052	0	0.164	0.116	0.238
Lrp1	Mug2	10090.ENSMUSP00000044004	10090.ENSMUSP00000080469	0	0	0	0	0.069	0.235	0	0	0.257
Lrp1	Masp1	10090.ENSMUSP00000044004	10090.ENSMUSP00000087327	0	0	0	0	0.106	0.047	0.133	0.123	0.265
Lrp1	Serpinf2	10090.ENSMUSP00000044004	10090.ENSMUSP00000048704	0	0	0	0	0	0	0.164	0.178	0.283
Lrp1	Ttr	10090.ENSMUSP00000044004	10090.ENSMUSP00000074783	0	0	0	0	0	0.062	0	0.277	0.292
Lrp1	Sepp1	10090.ENSMUSP00000044004	10090.ENSMUSP00000124305	0	0	0	0	0.078	0	0	0.320	0.347
Lrp1	Tgm2	10090.ENSMUSP00000044004	10090.ENSMUSP00000099411	0	0	0	0	0.085	0	0	0.428	0.455
Lrp1	Serpinc1	10090.ENSMUSP00000044004	10090.ENSMUSP00000068971	0	0	0	0	0	0	0.164	0.408	0.484
Lrp1	Reln	10090.ENSMUSP00000044004	10090.ENSMUSP00000124052	0	0	0	0	0.061	0.092	0.433	0.364	0.651
Lrp1	Serpina1b	10090.ENSMUSP00000044004	10090.ENSMUSP00000093101	0	0	0	0	0.052	0.632	0.164	0.116	0.707
Lrp1	Vwf	10090.ENSMUSP00000044004	10090.ENSMUSP00000107873	0	0	0	0	0.062	0	0	0.708	0.714
Lrp1	Serpina1c	10090.ENSMUSP00000044004	10090.ENSMUSP00000073695	0	0	0	0	0.052	0.642	0.164	0.149	0.726
Lrp1	Thbs1	10090.ENSMUSP00000044004	10090.ENSMUSP00000044903	0	0	0	0	0.076	0.402	0	0.896	0.937
Lum	Serpinf1	10090.ENSMUSP00000040877	10090.ENSMUSP00000000769	0	0	0	0	0.249	0	0	0.295	0.449
Lum	Prdx2	10090.ENSMUSP00000040877	10090.ENSMUSP00000005292	0	0	0	0	0	0.071	0	0.137	0.164
Lum	Plg	10090.ENSMUSP00000040877	10090.ENSMUSP00000014578	0	0	0	0	0	0.057	0	0.204	0.217
Lum	Vtn	10090.ENSMUSP00000040877	10090.ENSMUSP00000017488	0	0	0	0	0.095	0.054	0	0.415	0.455
Lum	Serpina3n	10090.ENSMUSP00000040877	10090.ENSMUSP00000021506	0	0	0	0	0.106	0	0	0.126	0.185
Lum	Thbs4	10090.ENSMUSP00000040877	10090.ENSMUSP00000022213	0	0	0	0	0.105	0	0	0.404	0.444
Lum	Ywhaz	10090.ENSMUSP00000040877	10090.ENSMUSP00000022894	0	0	0	0	0	0.158	0	0.266	0.356
Lum	Serpind1	10090.ENSMUSP00000040877	10090.ENSMUSP00000023450	0	0	0	0	0.061	0	0	0.210	0.226
Lum	Serping1	10090.ENSMUSP00000040877	10090.ENSMUSP00000023994	0	0	0	0	0.215	0	0	0.231	0.370
Lum	Rbp4	10090.ENSMUSP00000040877	10090.ENSMUSP00000025951	0	0	0	0	0.096	0	0	0.212	0.257
Lum	Spp2	10090.ENSMUSP00000040877	10090.ENSMUSP00000027518	0	0	0	0	0	0	0	0.283	0.283
Lum	Pzp	10090.ENSMUSP00000040877	10090.ENSMUSP00000032510	0	0	0	0	0.063	0.105	0	0.235	0.302
Lum	Trf	10090.ENSMUSP00000040877	10090.ENSMUSP00000035158	0	0	0	0	0	0	0	0.176	0.176
Lum	Mup12	10090.ENSMUSP00000040877	10090.ENSMUSP00000112787	0	0	0	0	0	0	0	0.153	0.152
Lum	Serpina1b	10090.ENSMUSP00000040877	10090.ENSMUSP00000093101	0	0	0	0	0.078	0	0	0.126	0.160
Lum	Orm2	10090.ENSMUSP00000040877	10090.ENSMUSP00000074810	0	0	0	0	0	0	0	0.171	0.171
Lum	Serpinc1	10090.ENSMUSP00000040877	10090.ENSMUSP00000068971	0	0	0	0	0	0	0	0.175	0.175
Lum	Sepp1	10090.ENSMUSP00000040877	10090.ENSMUSP00000124305	0	0	0	0	0.114	0	0	0.108	0.177
Lum	Pglyrp2	10090.ENSMUSP00000040877	10090.ENSMUSP00000129964	0	0	0	0	0	0	0	0.189	0.189
Lum	Mup18	10090.ENSMUSP00000040877	10090.ENSMUSP00000095648	0	0	0	0	0.061	0	0	0.223	0.239
Lum	Ttr	10090.ENSMUSP00000040877	10090.ENSMUSP00000074783	0	0	0	0	0	0.090	0	0.203	0.244
Lum	Serpinf2	10090.ENSMUSP00000040877	10090.ENSMUSP00000048704	0	0	0	0	0.061	0	0	0.236	0.252
Lum	Tgm2	10090.ENSMUSP00000040877	10090.ENSMUSP00000099411	0	0	0	0	0.099	0	0	0.259	0.303
Lum	Vwf	10090.ENSMUSP00000040877	10090.ENSMUSP00000107873	0	0	0	0	0.067	0.149	0	0.240	0.343
Lum	Thbs1	10090.ENSMUSP00000040877	10090.ENSMUSP00000044903	0	0	0	0	0.117	0	0	0.361	0.412
Lum	Mfap4	10090.ENSMUSP00000040877	10090.ENSMUSP00000070848	0	0	0	0	0.303	0.049	0	0.205	0.428
Lum	Postn	10090.ENSMUSP00000040877	10090.ENSMUSP00000072773	0	0	0	0	0.492	0	0	0.537	0.754
Mad2l1	Tns4	10090.ENSMUSP00000098897	10090.ENSMUSP00000017751	0	0	0	0	0.061	0.141	0	0.082	0.194
Mad2l1	Ywhaz	10090.ENSMUSP00000098897	10090.ENSMUSP00000022894	0	0	0	0	0.051	0.087	0	0.123	0.174
Mad2l1	Vcp	10090.ENSMUSP00000098897	10090.ENSMUSP00000030164	0	0	0	0	0.066	0.235	0	0.068	0.275
Mad2l1	Psma1	10090.ENSMUSP00000098897	10090.ENSMUSP00000033008	0	0	0	0	0.126	0	0	0.091	0.172
Mad2l1	Psma5	10090.ENSMUSP00000098897	10090.ENSMUSP00000088057	0	0	0	0	0.092	0	0	0.116	0.164
Mad2l1	Vwf	10090.ENSMUSP00000098897	10090.ENSMUSP00000107873	0	0	0	0	0.066	0	0	0.128	0.151
Mad2l1	Psma2	10090.ENSMUSP00000098897	10090.ENSMUSP00000129767	0	0	0	0	0.165	0	0	0.071	0.192
Mad2l1	Spata5	10090.ENSMUSP00000098897	10090.ENSMUSP00000103747	0	0	0	0	0.066	0.235	0	0.075	0.281
Man1a	Reln	10090.ENSMUSP00000003843	10090.ENSMUSP00000124052	0	0	0	0	0.062	0	0	0.157	0.176
Man1a	Piga	10090.ENSMUSP00000003843	10090.ENSMUSP00000033754	0	0	0	0	0	0	0	0.201	0.201
Man1a	Man2b1	10090.ENSMUSP00000003843	10090.ENSMUSP00000034121	0	0	0	0	0.061	0	0	0.418	0.430
Man2b1	Psma4	10090.ENSMUSP00000034121	10090.ENSMUSP00000034848	0	0	0	0	0	0	0	0.181	0.181
Masp1	Serpinf1	10090.ENSMUSP00000087327	10090.ENSMUSP00000000769	0	0	0	0	0.105	0.110	0.129	0	0.245
Masp1	Plg	10090.ENSMUSP00000087327	10090.ENSMUSP00000014578	0	0	0	0.606	0.294	0.046	0.232	0.137	0.460
Masp1	Vtn	10090.ENSMUSP00000087327	10090.ENSMUSP00000017488	0	0	0	0	0.148	0.057	0.113	0.237	0.384
Masp1	Serpina3n	10090.ENSMUSP00000087327	10090.ENSMUSP00000021506	0	0	0	0	0.142	0.110	0.129	0.050	0.283
Masp1	Serpind1	10090.ENSMUSP00000087327	10090.ENSMUSP00000023450	0	0	0	0	0.208	0.110	0.129	0.225	0.460
Masp1	Pros1	10090.ENSMUSP00000087327	10090.ENSMUSP00000023629	0	0	0	0	0.041	0.049	0.194	0.067	0.222
Masp1	Serping1	10090.ENSMUSP00000087327	10090.ENSMUSP00000023994	0	0	0	0	0.089	0.130	0.818	0.800	0.967
Masp1	Mbl2	10090.ENSMUSP00000087327	10090.ENSMUSP00000025797	0	0	0	0	0.208	0.764	0.922	0.906	0.998
Masp1	Rbp4	10090.ENSMUSP00000087327	10090.ENSMUSP00000025951	0	0	0	0	0.159	0	0	0	0.159
Masp1	Spp2	10090.ENSMUSP00000087327	10090.ENSMUSP00000027518	0	0	0	0	0.231	0	0	0	0.231
Masp1	Pigr	10090.ENSMUSP00000087327	10090.ENSMUSP00000027675	0	0	0	0	0.069	0	0	0.206	0.229
Masp1	Mug1	10090.ENSMUSP00000087327	10090.ENSMUSP00000032228	0	0	0	0	0.157	0.136	0.167	0.049	0.346
Masp1	Pzp	10090.ENSMUSP00000087327	10090.ENSMUSP00000032510	0	0	0	0	0.139	0.136	0.167	0.118	0.380
Masp1	Proz	10090.ENSMUSP00000087327	10090.ENSMUSP00000033822	0	0	0	0.571	0.223	0	0	0	0.223
Masp1	Trf	10090.ENSMUSP00000087327	10090.ENSMUSP00000035158	0	0	0	0	0.079	0.157	0	0	0.190
Masp1	Qsox1	10090.ENSMUSP00000087327	10090.ENSMUSP00000035658	0	0	0	0	0.056	0	0	0.216	0.228
Masp1	Serpina3k	10090.ENSMUSP00000087327	10090.ENSMUSP00000042095	0	0	0	0	0.165	0.110	0.129	0.050	0.303
Masp1	Serpina6	10090.ENSMUSP00000087327	10090.ENSMUSP00000044033	0	0	0	0	0.153	0.110	0.129	0.117	0.343
Masp1	Thbs1	10090.ENSMUSP00000087327	10090.ENSMUSP00000044903	0	0	0	0	0	0.052	0	0.237	0.246
Masp1	Serpina10	10090.ENSMUSP00000087327	10090.ENSMUSP00000048357	0	0	0	0	0.203	0.110	0.129	0.309	0.516
Masp1	Serpinf2	10090.ENSMUSP00000087327	10090.ENSMUSP00000048704	0	0	0	0	0.131	0.110	0.129	0.118	0.327
Masp1	Mbl1	10090.ENSMUSP00000087327	10090.ENSMUSP00000048765	0	0	0	0	0.221	0.401	0.891	0.822	0.989
Masp1	Masp2	10090.ENSMUSP00000087327	10090.ENSMUSP00000049729	0	0	0	0.916	0.120	0.130	0.922	0.937	0.940
Masp1	Serpinc1	10090.ENSMUSP00000087327	10090.ENSMUSP00000068971	0	0	0	0	0.231	0.110	0.129	0.326	0.545
Masp1	Mfap4	10090.ENSMUSP00000087327	10090.ENSMUSP00000070848	0	0	0	0	0.064	0.047	0.126	0.074	0.181
Masp1	Serpina1c	10090.ENSMUSP00000087327	10090.ENSMUSP00000073695	0	0	0	0	0.170	0.110	0.129	0.055	0.310
Masp1	Ttr	10090.ENSMUSP00000087327	10090.ENSMUSP00000074783	0	0	0	0	0.165	0	0	0.080	0.199
Masp1	Serpina1d	10090.ENSMUSP00000087327	10090.ENSMUSP00000077909	0	0	0	0	0.170	0.110	0.129	0.055	0.310
Masp1	Mug2	10090.ENSMUSP00000087327	10090.ENSMUSP00000080469	0	0	0	0	0.181	0.136	0.167	0.049	0.364
Masp1	Serpina1e	10090.ENSMUSP00000087327	10090.ENSMUSP00000082130	0	0	0	0	0.144	0.110	0.129	0.055	0.289
Masp1	Serpina1a	10090.ENSMUSP00000087327	10090.ENSMUSP00000082132	0	0	0	0	0.169	0.110	0.129	0.055	0.309
Masp1	Ubtfl1	10090.ENSMUSP00000087327	10090.ENSMUSP00000129611	0	0	0	0	0	0.050	0.147	0	0.155
Masp1	Serpina3m	10090.ENSMUSP00000087327	10090.ENSMUSP00000130979	0	0	0	0	0.139	0.110	0.129	0.050	0.281
Masp1	Serpina1b	10090.ENSMUSP00000087327	10090.ENSMUSP00000093101	0	0	0	0	0.166	0.110	0.129	0.055	0.307
Masp2	Serpinf1	10090.ENSMUSP00000049729	10090.ENSMUSP00000000769	0	0	0	0	0.079	0.110	0.129	0	0.223
Masp2	Pon1	10090.ENSMUSP00000049729	10090.ENSMUSP00000002663	0	0	0	0	0.192	0	0	0.059	0.207
Masp2	Saa4	10090.ENSMUSP00000049729	10090.ENSMUSP00000006952	0	0	0	0	0.153	0	0	0	0.152
Masp2	Plg	10090.ENSMUSP00000049729	10090.ENSMUSP00000014578	0	0	0	0.591	0.324	0.046	0.232	0.193	0.496
Masp2	Vtn	10090.ENSMUSP00000049729	10090.ENSMUSP00000017488	0	0	0	0	0.203	0.057	0.113	0.198	0.394
Masp2	Serpina3n	10090.ENSMUSP00000049729	10090.ENSMUSP00000021506	0	0	0	0	0.123	0.110	0.129	0.083	0.293
Masp2	Serpind1	10090.ENSMUSP00000049729	10090.ENSMUSP00000023450	0	0	0	0	0.253	0.110	0.129	0.307	0.546
Masp2	Pros1	10090.ENSMUSP00000049729	10090.ENSMUSP00000023629	0	0	0	0	0	0.049	0.194	0.077	0.230
Masp2	Serping1	10090.ENSMUSP00000049729	10090.ENSMUSP00000023994	0	0	0	0	0.094	0.130	0.818	0.698	0.951
Masp2	Mbl2	10090.ENSMUSP00000049729	10090.ENSMUSP00000025797	0	0	0	0	0.236	0.763	0.922	0.849	0.997
Masp2	Rbp4	10090.ENSMUSP00000049729	10090.ENSMUSP00000025951	0	0	0	0	0.208	0	0	0.065	0.228
Masp2	Spp2	10090.ENSMUSP00000049729	10090.ENSMUSP00000027518	0	0	0	0	0.269	0	0	0	0.269
Masp2	Pigr	10090.ENSMUSP00000049729	10090.ENSMUSP00000027675	0	0	0	0	0.134	0	0	0.130	0.214
Masp2	Orm1	10090.ENSMUSP00000049729	10090.ENSMUSP00000030044	0	0	0	0	0.210	0	0	0.067	0.233
Masp2	Mug1	10090.ENSMUSP00000049729	10090.ENSMUSP00000032228	0	0	0	0	0.208	0.136	0.167	0.049	0.385
Masp2	Pzp	10090.ENSMUSP00000049729	10090.ENSMUSP00000032510	0	0	0	0	0.195	0.136	0.167	0.210	0.482
Masp2	Proz	10090.ENSMUSP00000049729	10090.ENSMUSP00000033822	0	0	0	0.569	0.274	0	0	0.197	0.325
Masp2	Trf	10090.ENSMUSP00000049729	10090.ENSMUSP00000035158	0	0	0	0	0.107	0.157	0	0	0.215
Masp2	Mst1	10090.ENSMUSP00000049729	10090.ENSMUSP00000035211	0	0	0	0.552	0.253	0.049	0	0	0.259
Masp2	Serpina3k	10090.ENSMUSP00000049729	10090.ENSMUSP00000042095	0	0	0	0	0.212	0.110	0.129	0.069	0.355
Masp2	Serpina6	10090.ENSMUSP00000049729	10090.ENSMUSP00000044033	0	0	0	0	0.217	0.110	0.129	0.074	0.362
Masp2	Serpina10	10090.ENSMUSP00000049729	10090.ENSMUSP00000048357	0	0	0	0	0.227	0.110	0.129	0.113	0.397
Masp2	Serpinf2	10090.ENSMUSP00000049729	10090.ENSMUSP00000048704	0	0	0	0	0.195	0.110	0.129	0.088	0.354
Masp2	Mbl1	10090.ENSMUSP00000049729	10090.ENSMUSP00000048765	0	0	0	0	0.280	0.401	0.891	0.743	0.986
Masp2	Ubtfl1	10090.ENSMUSP00000049729	10090.ENSMUSP00000129611	0	0	0	0	0	0.050	0.147	0	0.155
Masp2	Mup18	10090.ENSMUSP00000049729	10090.ENSMUSP00000095648	0	0	0	0	0.162	0	0	0	0.161
Masp2	Mup12	10090.ENSMUSP00000049729	10090.ENSMUSP00000112787	0	0	0	0	0.164	0	0	0	0.163
Masp2	Mfap4	10090.ENSMUSP00000049729	10090.ENSMUSP00000070848	0	0	0	0	0.062	0.047	0.126	0.057	0.164
Masp2	Mup10	10090.ENSMUSP00000049729	10090.ENSMUSP00000095655	0	0	0	0	0.167	0	0	0	0.167
Masp2	Mup17	10090.ENSMUSP00000049729	10090.ENSMUSP00000103108	0	0	0	0	0.171	0	0	0	0.171
Masp2	Pglyrp2	10090.ENSMUSP00000049729	10090.ENSMUSP00000129964	0	0	0	0	0.203	0	0	0	0.203
Masp2	Orm2	10090.ENSMUSP00000049729	10090.ENSMUSP00000074810	0	0	0	0	0.187	0	0	0.062	0.205
Masp2	Ttr	10090.ENSMUSP00000049729	10090.ENSMUSP00000074783	0	0	0	0	0.194	0	0	0.060	0.210
Masp2	Serpina3m	10090.ENSMUSP00000049729	10090.ENSMUSP00000130979	0	0	0	0	0.200	0.110	0.129	0.069	0.346
Masp2	Serpina1e	10090.ENSMUSP00000049729	10090.ENSMUSP00000082130	0	0	0	0	0.199	0.110	0.129	0.082	0.354
Masp2	Serpina1b	10090.ENSMUSP00000049729	10090.ENSMUSP00000093101	0	0	0	0	0.211	0.110	0.129	0.082	0.363
Masp2	Serpina1a	10090.ENSMUSP00000049729	10090.ENSMUSP00000082132	0	0	0	0	0.223	0.110	0.129	0.082	0.373
Masp2	Mug2	10090.ENSMUSP00000049729	10090.ENSMUSP00000080469	0	0	0	0	0.197	0.136	0.167	0.049	0.377
Masp2	Serpina1d	10090.ENSMUSP00000049729	10090.ENSMUSP00000077909	0	0	0	0	0.235	0.110	0.129	0.082	0.383
Masp2	Serpina1c	10090.ENSMUSP00000049729	10090.ENSMUSP00000073695	0	0	0	0	0.235	0.110	0.129	0.082	0.383
Masp2	Serpinc1	10090.ENSMUSP00000049729	10090.ENSMUSP00000068971	0	0	0	0	0.237	0.110	0.129	0.340	0.558
Mbl1	Pon1	10090.ENSMUSP00000048765	10090.ENSMUSP00000002663	0	0	0	0	0.301	0	0	0.056	0.312
Mbl1	Saa4	10090.ENSMUSP00000048765	10090.ENSMUSP00000006952	0	0	0	0	0.233	0	0	0.079	0.264
Mbl1	Plg	10090.ENSMUSP00000048765	10090.ENSMUSP00000014578	0	0	0	0	0.662	0.047	0.114	0.145	0.724
Mbl1	Vtn	10090.ENSMUSP00000048765	10090.ENSMUSP00000017488	0	0	0	0	0.222	0.042	0	0.128	0.294
Mbl1	Serpina3n	10090.ENSMUSP00000048765	10090.ENSMUSP00000021506	0	0	0	0	0.187	0	0	0.100	0.237
Mbl1	Serpind1	10090.ENSMUSP00000048765	10090.ENSMUSP00000023450	0	0	0	0	0.267	0	0	0.231	0.412
Mbl1	Pros1	10090.ENSMUSP00000048765	10090.ENSMUSP00000023629	0	0	0	0	0.062	0.103	0	0.118	0.193
Mbl1	Serping1	10090.ENSMUSP00000048765	10090.ENSMUSP00000023994	0	0	0	0	0.135	0	0.800	0.482	0.902
Mbl1	Mbl2	10090.ENSMUSP00000048765	10090.ENSMUSP00000025797	0	0	0.377	0.941	0.282	0	0.800	0.897	0.861
Mbl1	Rbp4	10090.ENSMUSP00000048765	10090.ENSMUSP00000025951	0	0	0	0	0.222	0	0	0.068	0.244
Mbl1	Spp2	10090.ENSMUSP00000048765	10090.ENSMUSP00000027518	0	0	0	0	0.555	0	0	0.088	0.577
Mbl1	Pigr	10090.ENSMUSP00000048765	10090.ENSMUSP00000027675	0	0	0	0	0.242	0	0	0.124	0.308
Mbl1	Orm1	10090.ENSMUSP00000048765	10090.ENSMUSP00000030044	0	0	0	0	0.386	0	0	0.068	0.403
Mbl1	Mug1	10090.ENSMUSP00000048765	10090.ENSMUSP00000032228	0	0	0	0	0.407	0.089	0	0.075	0.456
Mbl1	Pzp	10090.ENSMUSP00000048765	10090.ENSMUSP00000032510	0	0	0	0	0.358	0.089	0	0.129	0.447
Mbl1	Proz	10090.ENSMUSP00000048765	10090.ENSMUSP00000033822	0	0	0	0	0.649	0.057	0.129	0.048	0.689
Mbl1	Trf	10090.ENSMUSP00000048765	10090.ENSMUSP00000035158	0	0	0	0	0.140	0	0	0.085	0.179
Mbl1	Mst1	10090.ENSMUSP00000048765	10090.ENSMUSP00000035211	0	0	0	0	0.244	0	0	0.074	0.270
Mbl1	Serpina3k	10090.ENSMUSP00000048765	10090.ENSMUSP00000042095	0	0	0	0	0.329	0	0	0.062	0.344
Mbl1	Serpina6	10090.ENSMUSP00000048765	10090.ENSMUSP00000044033	0	0	0	0	0.325	0	0	0.046	0.328
Mbl1	Serpina10	10090.ENSMUSP00000048765	10090.ENSMUSP00000048357	0	0	0	0	0.527	0	0	0.051	0.532
Mbl1	Serpinf2	10090.ENSMUSP00000048765	10090.ENSMUSP00000048704	0	0	0	0	0.441	0	0	0.126	0.491
Mbl1	Saa2	10090.ENSMUSP00000048765	10090.ENSMUSP00000075365	0	0	0	0	0.181	0	0	0.055	0.193
Mbl1	Saa1	10090.ENSMUSP00000048765	10090.ENSMUSP00000119150	0	0	0	0	0.203	0	0	0.054	0.214
Mbl1	Mup18	10090.ENSMUSP00000048765	10090.ENSMUSP00000095648	0	0	0	0	0.215	0	0	0	0.215
Mbl1	Pglyrp2	10090.ENSMUSP00000048765	10090.ENSMUSP00000129964	0	0	0	0	0.220	0	0	0.055	0.231
Mbl1	Mmrn1	10090.ENSMUSP00000048765	10090.ENSMUSP00000119609	0	0	0	0	0	0	0	0.242	0.242
Mbl1	Mup19	10090.ENSMUSP00000048765	10090.ENSMUSP00000079442	0	0	0	0	0.203	0	0	0.152	0.295
Mbl1	Serpina3m	10090.ENSMUSP00000048765	10090.ENSMUSP00000130979	0	0	0	0	0.286	0	0	0.062	0.302
Mbl1	Serpina1e	10090.ENSMUSP00000048765	10090.ENSMUSP00000082130	0	0	0	0	0.293	0	0	0.074	0.317
Mbl1	Mup12	10090.ENSMUSP00000048765	10090.ENSMUSP00000112787	0	0	0	0	0.242	0	0	0.144	0.323
Mbl1	Serpina1b	10090.ENSMUSP00000048765	10090.ENSMUSP00000093101	0	0	0	0	0.333	0	0	0.074	0.356
Mbl1	Orm2	10090.ENSMUSP00000048765	10090.ENSMUSP00000074810	0	0	0	0	0.351	0	0	0.068	0.370
Mbl1	Mug2	10090.ENSMUSP00000048765	10090.ENSMUSP00000080469	0	0	0	0	0.345	0.089	0	0.075	0.400
Mbl1	Mup10	10090.ENSMUSP00000048765	10090.ENSMUSP00000095655	0	0	0	0	0.247	0	0	0.246	0.407
Mbl1	Mup17	10090.ENSMUSP00000048765	10090.ENSMUSP00000103108	0	0	0	0	0.273	0	0	0.235	0.420
Mbl1	Serpina1a	10090.ENSMUSP00000048765	10090.ENSMUSP00000082132	0	0	0	0	0.438	0	0	0.074	0.458
Mbl1	Serpina1c	10090.ENSMUSP00000048765	10090.ENSMUSP00000073695	0	0	0	0	0.471	0	0	0.074	0.489
Mbl1	Ttr	10090.ENSMUSP00000048765	10090.ENSMUSP00000074783	0	0	0	0	0.563	0	0	0.105	0.592
Mbl1	Serpina1d	10090.ENSMUSP00000048765	10090.ENSMUSP00000077909	0	0	0	0	0.632	0	0	0.074	0.644
Mbl1	Serpinc1	10090.ENSMUSP00000048765	10090.ENSMUSP00000068971	0	0	0	0	0.560	0	0	0.258	0.659
Mbl2	Pon1	10090.ENSMUSP00000025797	10090.ENSMUSP00000002663	0	0	0	0	0.287	0	0	0.056	0.299
Mbl2	Saa4	10090.ENSMUSP00000025797	10090.ENSMUSP00000006952	0	0	0	0	0.210	0	0	0.056	0.222
Mbl2	Plg	10090.ENSMUSP00000025797	10090.ENSMUSP00000014578	0	0	0	0	0.493	0.047	0.114	0.135	0.580
Mbl2	Vtn	10090.ENSMUSP00000025797	10090.ENSMUSP00000017488	0	0	0	0	0.221	0.042	0	0.181	0.336
Mbl2	Serpina3n	10090.ENSMUSP00000025797	10090.ENSMUSP00000021506	0	0	0	0	0.166	0	0	0.106	0.223
Mbl2	Serpind1	10090.ENSMUSP00000025797	10090.ENSMUSP00000023450	0	0	0	0	0.352	0	0	0.051	0.359
Mbl2	Serping1	10090.ENSMUSP00000025797	10090.ENSMUSP00000023994	0	0	0	0	0.106	0	0.800	0.362	0.875
Mbl2	Saa2	10090.ENSMUSP00000025797	10090.ENSMUSP00000075365	0	0	0	0	0.166	0	0	0	0.165
Mbl2	Trf	10090.ENSMUSP00000025797	10090.ENSMUSP00000035158	0	0	0	0	0.124	0	0	0.111	0.189
Mbl2	Saa1	10090.ENSMUSP00000025797	10090.ENSMUSP00000119150	0	0	0	0	0.173	0	0	0.067	0.195
Mbl2	Mup18	10090.ENSMUSP00000025797	10090.ENSMUSP00000095648	0	0	0	0	0.203	0	0	0	0.203
Mbl2	Mst1	10090.ENSMUSP00000025797	10090.ENSMUSP00000035211	0	0	0	0	0.217	0	0	0	0.217
Mbl2	Pglyrp2	10090.ENSMUSP00000025797	10090.ENSMUSP00000129964	0	0	0	0	0.207	0	0	0.060	0.223
Mbl2	Mup12	10090.ENSMUSP00000025797	10090.ENSMUSP00000112787	0	0	0	0	0.213	0	0	0.136	0.290
Mbl2	Serpina3k	10090.ENSMUSP00000025797	10090.ENSMUSP00000042095	0	0	0	0	0.292	0	0	0.070	0.314
Mbl2	Serpina3m	10090.ENSMUSP00000025797	10090.ENSMUSP00000130979	0	0	0	0	0.258	0	0	0.113	0.314
Mbl2	Pigr	10090.ENSMUSP00000025797	10090.ENSMUSP00000027675	0	0	0	0	0.211	0	0	0.168	0.315
Mbl2	Serpina1e	10090.ENSMUSP00000025797	10090.ENSMUSP00000082130	0	0	0	0	0.259	0	0	0.114	0.316
Mbl2	Rbp4	10090.ENSMUSP00000025797	10090.ENSMUSP00000025951	0	0	0	0	0.213	0	0	0.187	0.333
Mbl2	Serpina1c	10090.ENSMUSP00000025797	10090.ENSMUSP00000073695	0	0	0	0	0.293	0	0	0.101	0.337
